id,food_code,day_of_week,time,meal_name,food_source,at_home,grams,kcal,protein,carbs,sugar,fat,caffeine,alcohol
109265,24201120,3,18,Dinner,Store - grocery/supermarket,Yes,56.7,79,16.34,0,0,1.17,0,0
109265,51160110,3,7,Breakfast,Store - grocery/supermarket,Yes,180,814,8.01,87.48,46.26,47.9,0,0
109265,94000100,3,17,Drink,NA,Yes,120,0,0,0,0,0,0,0
109265,71501010,3,18,Dinner,Grown or caught by you or someone you know,Yes,125,142,2.68,22,2.66,5.07,0,0
109265,94000100,3,10,Drink,NA,Yes,240,0,0,0,0,0,0,0
109265,75224032,3,18,Dinner,Store - grocery/supermarket,Yes,8.25,8,0.41,1.14,0.35,0.23,0,0
109265,53204010,3,14,Snack,Store - grocery/supermarket,Yes,50,203,2.4,31.95,18.31,8.15,1,0
109265,64104010,3,11,Lunch,Store - grocery/supermarket,Yes,248,114,0.25,28.02,23.86,0.32,0,0
109265,94000100,3,12,Drink,NA,Yes,120,0,0,0,0,0,0,0
109265,25230780,3,11,Lunch,Store - grocery/supermarket,Yes,52,55,7.7,1.14,0.47,1.96,0,0
109265,11513700,3,18,Dinner,Store - grocery/supermarket,Yes,248,162,7.37,32.72,30.68,0.17,6,0
109265,75330090,3,18,Dinner,Store - grocery/supermarket,Yes,24,12,0.41,1.3,0.51,0.69,0,0
109265,14104100,3,11,Lunch,Store - grocery/supermarket,Yes,15,61,3.5,0.37,0.05,5.1,0,0
109265,64104010,3,7,Breakfast,Store - grocery/supermarket,Yes,248,114,0.25,28.02,23.86,0.32,0,0
109265,63149010,3,10,Snack,Store - grocery/supermarket,Yes,155,47,0.95,11.7,9.61,0.23,0,0
109265,14502000,3,9,Snack,Store - grocery/supermarket,Yes,28.35,111,7.09,0.28,0.28,9.07,0,0
109265,75233022,3,18,Dinner,Store - grocery/supermarket,Yes,9.25,4,0.11,0.41,0.18,0.25,0,0
109266,94000100,6,10,Extended consumption,NA,Yes,2028.9,0,0,0,0,0,0,0
109266,71205020,6,21,Snack,Store - grocery/supermarket,Yes,33.25,174,2.23,17.72,0.07,11.44,0,0
109266,53105270,6,18,Snack,Store - grocery/supermarket,Yes,175,605,5.75,91.43,66.15,26.6,12,0
109266,64134025,6,11,Brunch,Store - grocery/supermarket,Yes,391.5,233,5.67,45.35,20.77,3.88,0,0
109266,94000100,6,1,Drink,NA,Yes,240,0,0,0,0,0,0,0
109266,95230000,6,11,Brunch,Store - grocery/supermarket,Yes,27.4,96,21.41,1.71,0,0.43,0,0
109266,58101955,6,16,Dinner,Restaurant fast food/pizza,Yes,354,590,17.52,61.48,7.21,31.46,0,0
109266,92410210,6,16,Dinner,Store - grocery/supermarket,Yes,870,0,0,0,0,0,0,0
109269,92530410,7,7,Breakfast,Store - grocery/supermarket,Yes,46.5,13,0,3.1,2.33,0,0,0
109269,92530610,7,12,Snack,Store - grocery/supermarket,Yes,325.5,150,0.42,36.94,34.8,0.36,0,0
109269,92513000,7,16,Snack,Store - no additional info,Yes,150,42,0,11.52,11.52,0.03,0,0
109269,83113500,7,19,Dinner,Store - grocery/supermarket,Yes,60,258,0.79,3.54,2.81,26.72,0,0
109269,58106555,7,19,Dinner,Restaurant fast food/pizza,Yes,176,496,20.66,56.29,5.74,20.96,0,0
109269,54401081,7,17,Snack,Store - grocery/supermarket,Yes,14,78,0.82,7.49,0.45,5.04,0,0
109269,92530610,7,19,Dinner,Store - grocery/supermarket,Yes,248,114,0.32,28.15,26.51,0.27,0,0
109269,54328200,7,12,Snack,From someone else/gift,Yes,21,100,1.95,12.96,0.67,4.43,0,0
109270,27540020,3,6,Breakfast,Store - grocery/supermarket,No,135,291,18.03,31.31,4.18,10.19,0,0
109270,63311180,3,10,Lunch,Cafeteria in a K-12 school,No,9.38,4,0.07,1.04,0.83,0.02,0,0
109270,27510172,3,19,Dinner,Restaurant fast food/pizza,Yes,110,297,14.84,28.01,5.76,14.19,0,0
109270,72201190,3,10,Lunch,Cafeteria in a K-12 school,No,160,124,4.08,9.92,2.23,7.46,0,0
109270,94100100,3,6,Breakfast,Store - grocery/supermarket,No,507,0,0,0,0,0,0,0
109270,27520510,3,10,Lunch,Cafeteria in a K-12 school,No,90,219,13.47,22.38,8.17,7.95,0,0
109270,92410310,3,15,Snack,Store - grocery/supermarket,Yes,524,220,0,54.29,52.09,1.31,47,0
109270,92309000,3,19,Dinner,Restaurant fast food/pizza,Yes,379.5,171,0,40.99,36.02,0.84,34,0
109270,11511400,3,10,Lunch,Cafeteria in a K-12 school,No,248,159,8.58,25.17,24.65,2.75,2,0
109270,71205030,3,15,Snack,Store - grocery/supermarket,Yes,28,145,1.86,14.78,0.06,9.54,0,0
109270,71401030,3,19,Dinner,Restaurant fast food/pizza,Yes,110,343,3.77,45.58,0.33,16.2,0,0
109271,92101000,2,9,Extended consumption,Store - grocery/supermarket,Yes,7200,72,8.64,0,0,1.44,2880,0
109271,71200300,2,11,Snack,Store - convenience type,Yes,20,109,0.92,11.04,0.15,7.04,0,0
109271,14502000,2,12,Lunch,Store - grocery/supermarket,Yes,21,82,5.25,0.21,0.21,6.72,0,0
109271,92410310,2,12,Lunch,Store - grocery/supermarket,Yes,372,156,0,38.54,36.98,0.93,33,0
109271,71401032,2,18,Supper,Store - grocery/supermarket,Yes,90,202,2.25,20.9,0.3,12.67,0,0
109271,83107000,2,12,Lunch,Store - grocery/supermarket,Yes,14,95,0.13,0.08,0.08,10.48,0,0
109271,51154100,2,18,Supper,Store - grocery/supermarket,Yes,104,290,10.16,52.13,7.57,4.07,0,0
109271,27111500,2,18,Supper,Store - grocery/supermarket,Yes,376.5,517,39.95,34.42,25.1,25.04,0,0
109271,53233050,2,11,Snack,Store - grocery/supermarket,Yes,36,143,0.94,20.02,11.29,6.58,0,0
109271,51101000,2,12,Lunch,Store - grocery/supermarket,Yes,56,151,5.28,27.55,2.99,2.01,0,0
109271,25230210,2,12,Lunch,Store - grocery/supermarket,Yes,84,89,14.03,0.23,0,3.13,0,0
109271,14104100,2,12,Extended consumption,Store - grocery/supermarket,Yes,99,404,23.07,2.42,0.33,33.66,0,0
109273,92410310,4,19,Dinner,Store - grocery/supermarket,Yes,372,156,0,38.54,36.98,0.93,33,0
109273,27540291,4,19,Dinner,Restaurant fast food/pizza,Yes,520,806,56.73,117.21,31.51,12.32,0,0
109273,95320500,4,12,Drink,Store - convenience type,No,899,288,0,70.48,54.93,0.45,0,0
109273,92410340,4,21,Drink,Store - grocery/supermarket,Yes,372,153,0,39.36,39.36,0,0,0
109274,94000100,4,9,Extended consumption,NA,Yes,1800,0,0,0,0,0,0,0
109274,93101000,4,15,Dinner,From someone else/gift,No,360,155,1.66,12.78,0,0,0,14
109274,51301010,4,20,Snack,Store - grocery/supermarket,Yes,28,77,2.99,13.31,1.6,1.27,0,0
109274,75506010,4,20,Snack,Store - grocery/supermarket,Yes,15,9,0.64,0.8,0.21,0.51,0,0
109274,55101000,4,9,Breakfast,Store - grocery/supermarket,Yes,270,753,20.07,95.33,19.09,32.17,0,0
109274,75649110,4,15,Dinner,From someone else/gift,No,1389.38,522,24.79,85.93,20.69,12.07,0,0
109274,25221350,4,20,Snack,Store - grocery/supermarket,Yes,75,242,13.65,1.61,1.1,19.65,0,0
109274,92530610,4,9,Breakfast,Store - grocery/supermarket,Yes,31,14,0.04,3.52,3.31,0.03,0,0
109274,52202060,4,15,Dinner,From someone else/gift,No,215.98,613,13.91,92.13,14.84,20.72,0,0
109275,63101120,5,18,Dinner,Store - grocery/supermarket,Yes,113,47,0.19,12.74,10.61,0.11,0,0
109275,11432000,5,21,Snack,Store - grocery/supermarket,Yes,64,57,2.99,9.25,7.69,0.88,0,0
109275,54304005,5,21,Snack,Store - grocery/supermarket,Yes,27,132,2.95,16.04,1.22,6.14,0,0
109275,94000100,5,18,Dinner,NA,Yes,60,0,0,0,0,0,0,0
109275,94000100,5,9,Extended consumption,NA,Yes,300,0,0,0,0,0,0,0
109275,53729000,5,14,Lunch,Store - grocery/supermarket,Yes,80,341,24,36,21.6,11.2,9,0
109275,71200100,5,14,Lunch,Store - grocery/supermarket,Yes,28,149,1.79,15.07,0.09,9.51,0,0
109275,94000100,5,9,Breakfast,NA,Yes,180,0,0,0,0,0,0,0
109275,91304090,5,9,Breakfast,Store - grocery/supermarket,Yes,13.33,72,0.72,8.32,7.21,3.96,1,0
109275,51300120,5,9,Breakfast,Store - grocery/supermarket,Yes,33,92,4.46,15.63,1.6,1.29,0,0
109275,92410350,5,21,Snack,Store - grocery/supermarket,Yes,360,4,0.43,0.43,0,0,0,0
109275,63101000,5,9,Breakfast,Store - grocery/supermarket,Yes,121,63,0.32,16.71,12.57,0.21,0,0
109275,91745020,5,15,Snack,Store - convenience type,Yes,72,284,0,70.56,45.29,0.14,0,0
109275,94000100,5,14,Lunch,NA,Yes,120,0,0,0,0,0,0,0
109275,27560300,5,18,Dinner,Store - grocery/supermarket,Yes,88,220,7.54,23.73,6.64,10.58,0,0
109276,11710359,5,22,Infant feeding,Store - grocery/supermarket,Yes,122,80,1.67,8.38,8.38,4.42,0,0
109276,11710359,5,15,Infant feeding,Store - grocery/supermarket,Yes,122,80,1.67,8.38,8.38,4.42,0,0
109276,11710359,5,6,Infant feeding,Store - grocery/supermarket,Yes,122,80,1.67,8.38,8.38,4.42,0,0
109276,11710359,5,12,Infant feeding,Store - grocery/supermarket,Yes,122,80,1.67,8.38,8.38,4.42,0,0
109276,11710359,5,0,Infant feeding,Store - grocery/supermarket,Yes,122,80,1.67,8.38,8.38,4.42,0,0
109276,11710359,5,4,Infant feeding,Store - grocery/supermarket,Yes,122,80,1.67,8.38,8.38,4.42,0,0
109276,11710359,5,20,Infant feeding,Store - grocery/supermarket,Yes,122,80,1.67,8.38,8.38,4.42,0,0
109276,11710359,5,9,Infant feeding,Store - grocery/supermarket,Yes,122,80,1.67,8.38,8.38,4.42,0,0
109276,11710359,5,17,Infant feeding,Store - grocery/supermarket,Yes,122,80,1.67,8.38,8.38,4.42,0,0
109277,58163410,5,15,Dinner,Store - grocery/supermarket,Yes,136.69,156,3.94,26.87,2.12,3.57,0,0
109277,63123000,5,7,Breakfast,Store - grocery/supermarket,Yes,98.44,68,0.71,17.82,15.24,0.16,0,0
109277,63223020,5,7,Breakfast,Store - grocery/supermarket,Yes,98.44,32,0.66,7.56,4.81,0.3,0,0
109277,52215300,5,15,Dinner,Store - grocery/supermarket,Yes,28,133,1.8,17.78,0.42,6.1,0,0
109277,53206000,5,15,Dinner,Store - grocery/supermarket,Yes,30.67,151,1.56,20.05,10.09,7.58,3,0
109277,54401081,5,14,Snack,"Street vendor, vending truck",Yes,28,157,1.64,14.99,0.89,10.08,0,0
109277,64104010,5,12,Drink,Cafeteria in a K-12 school,No,248,114,0.25,28.02,23.86,0.32,0,0
109277,91745100,5,20,Snack,Store - convenience type,Yes,19,77,0.04,17.25,14.41,0.83,0,0
109277,94100100,5,15,Dinner,Store - grocery/supermarket,Yes,253.5,0,0,0,0,0,0,0
109277,54408016,5,19,Snack,Store - grocery/supermarket,No,6,23,0.6,4.82,0.13,0.18,0,0
109277,32130400,5,15,Dinner,Store - grocery/supermarket,Yes,177.19,291,18.47,2.25,1.28,22.69,0,0
109278,51161250,5,21,Cena,Store - grocery/supermarket,Yes,76,279,7.16,42.85,9.5,8.8,0,0
109278,54401085,5,19,Bocadillo,Store - grocery/supermarket,Yes,16.88,88,1.24,10.26,0.44,4.63,0,0
109278,64100100,5,16,Almuerzo,Store - grocery/supermarket,No,209,108,0.6,25.29,21.73,0.54,0,0
109278,58104710,5,16,Almuerzo,Store - grocery/supermarket,No,60,191,8.19,17.11,1.53,9.87,0,0
109278,64100100,5,17,Bocadillo,Store - grocery/supermarket,Yes,209,108,0.6,25.29,21.73,0.54,0,0
109278,11100000,5,8,Desayano,Cafeteria in a K-12 school,No,122,64,4.07,5.9,5.96,2.61,0,0
109278,91101010,5,21,Cena,Store - grocery/supermarket,Yes,2.08,8,0,2.08,2.08,0.01,0,0
109278,58106578,5,11,Lunch,Cafeteria in a K-12 school,No,220.5,566,29.91,65.64,12.84,20.33,0,0
109278,92103000,5,21,Cena,Store - grocery/supermarket,Yes,240,7,0.25,1.51,0,0.01,63,0
109278,11430000,5,8,Desayano,Cafeteria in a K-12 school,No,170,151,7.93,24.58,20.42,2.33,0,0
109278,64100100,5,19,Bocadillo,Store - grocery/supermarket,Yes,209,108,0.6,25.29,21.73,0.54,0,0
109278,11511000,5,11,Lunch,Cafeteria in a K-12 school,No,124,83,4.2,16.69,10.4,0,1,0
109278,94100100,5,16,Almuerzo,Store - grocery/supermarket,No,253.5,0,0,0,0,0,0,0
109278,54401081,5,17,Bocadillo,Store - grocery/supermarket,Yes,19.69,110,1.15,10.54,0.63,7.09,0,0
109279,27363100,5,17,Dinner,Store - grocery/supermarket,Yes,61,99,8.4,5.27,0.57,4.86,0,0
109279,27350060,5,17,Dinner,Store - grocery/supermarket,Yes,30.37,37,3.07,3.61,0.29,1.1,0,0
109279,27510565,5,11,Lunch,Cafeteria in a K-12 school,No,90,221,16.17,23.55,3.38,6.63,0,0
109279,56201092,5,7,Breakfast,Cafeteria in a K-12 school,No,90,97,3.2,10.22,0.1,4.74,0,0
109279,92308000,5,17,Dinner,Store - grocery/supermarket,Yes,161,49,0,12.78,12.36,0.04,30,0
109279,25220410,5,20,Snack,Store - grocery/supermarket,Yes,56,157,5.79,3.53,1.1,13.31,0,0
109279,53244010,5,18,Snack,Store - grocery/supermarket,Yes,30,151,1.23,20.65,10.14,7.05,2,0
109279,51101000,5,20,Snack,Store - grocery/supermarket,Yes,172,464,16.22,84.62,9.19,6.18,0,0
109279,91300010,5,7,Breakfast,Cafeteria in a K-12 school,No,30,80,0,20.88,12.6,0.03,0,0
109279,94100100,5,18,Snack,Store - grocery/supermarket,Yes,507,0,0,0,0,0,0,0
109279,27560300,5,7,Breakfast,Cafeteria in a K-12 school,No,76,190,6.51,20.49,5.73,9.14,0,0
109279,11511550,5,7,Breakfast,Cafeteria in a K-12 school,No,248,141,8.51,19.05,18.08,2.58,0,0
109279,94000100,5,11,Lunch,NA,No,60,0,0,0,0,0,0,0
109279,94100100,5,21,Drink,Store - grocery/supermarket,Yes,507,0,0,0,0,0,0,0
109280,63107010,3,12,Lunch,From someone else/gift,No,63,56,0.69,14.39,7.71,0.21,0,0
109280,63107010,3,15,Dinner,From someone else/gift,No,63,56,0.69,14.39,7.71,0.21,0,0
109280,24198736,3,15,Dinner,From someone else/gift,No,32,95,4.27,5.72,0.26,6.16,0,0
109280,58100320,3,12,Lunch,From someone else/gift,No,85,163,7.84,16.23,1.41,7.51,0,0
109280,11111000,3,15,Dinner,From someone else/gift,No,213.5,128,7,9.97,10.27,6.83,0,0
109280,11111000,3,9,Breakfast,From someone else/gift,No,25.41,15,0.83,1.19,1.22,0.81,0,0
109280,11111000,3,9,Breakfast,From someone else/gift,No,152.5,92,5,7.12,7.34,4.88,0,0
109280,71200100,3,18,Snack,Store - grocery/supermarket,Yes,28,149,1.79,15.07,0.09,9.51,0,0
109280,52215100,3,12,Lunch,From someone else/gift,No,9,20,0.51,4.02,0.08,0.26,0,0
109280,74401010,3,15,Dinner,From someone else/gift,No,5.67,6,0.06,1.55,1.21,0.01,0,0
109280,63107010,3,9,Breakfast,From someone else/gift,No,63,56,0.69,14.39,7.71,0.21,0,0
109280,11111000,3,18,Snack,Store - grocery/supermarket,Yes,152.5,92,5,7.12,7.34,4.88,0,0
109280,14107030,3,18,Snack,Store - grocery/supermarket,Yes,28.35,84,6.72,1.26,0.51,5.78,0,0
109280,11111000,3,12,Lunch,From someone else/gift,No,152.5,92,5,7.12,7.34,4.88,0,0
109280,41205010,3,12,Lunch,From someone else/gift,No,8.13,7,0.41,1.1,0.04,0.16,0,0
109280,57305100,3,9,Breakfast,From someone else/gift,No,5.63,21,0.43,4.55,2.03,0.28,0,0
109281,11710917,6,22,Infant feeding,Store - grocery/supermarket,Yes,91.5,60,1.33,6.68,6.68,3.06,0,0
109281,11710917,6,14,Infant feeding,Store - grocery/supermarket,Yes,122,80,1.77,8.91,8.91,4.08,0,0
109281,11710917,6,18,Infant feeding,Store - grocery/supermarket,Yes,91.5,60,1.33,6.68,6.68,3.06,0,0
109281,11710917,6,5,Infant feeding,Store - grocery/supermarket,Yes,91.5,60,1.33,6.68,6.68,3.06,0,0
109281,11710917,6,2,Infant feeding,Store - grocery/supermarket,Yes,122,80,1.77,8.91,8.91,4.08,0,0
109281,11710917,6,20,Infant feeding,Store - grocery/supermarket,Yes,91.5,60,1.33,6.68,6.68,3.06,0,0
109281,11710917,6,8,Infant feeding,Store - grocery/supermarket,Yes,122,80,1.77,8.91,8.91,4.08,0,0
109281,11710917,6,11,Infant feeding,Store - grocery/supermarket,Yes,122,80,1.77,8.91,8.91,4.08,0,0
109282,91102010,3,10,Breakfast,Store - grocery/supermarket,Yes,4.58,17,0.01,4.5,4.45,0,0,0
109282,71508005,3,17,Dinner,Community food program - other,Yes,315,390,7.58,63.03,3.53,13.11,0,0
109282,13110102,3,19,Snack,Store - grocery/supermarket,Yes,148.75,360,5.47,45.39,37.68,17.49,2,0
109282,63107010,3,16,Snack,Store - grocery/supermarket,Yes,126,112,1.37,28.78,15.41,0.42,0,0
109282,51109010,3,17,Dinner,Store - grocery/supermarket,Yes,62,161,5.88,29.83,2.91,1.69,0,0
109282,64126000,3,17,Dinner,Store - no additional info,Yes,241.5,130,0.36,31.71,30.55,0.7,0,0
109282,27260080,3,17,Dinner,Community food program - other,Yes,140,275,24.2,10.04,2.54,14.62,0,0
109282,42116000,3,10,Breakfast,Store - grocery/supermarket,Yes,7.5,49,1.14,1.03,0.2,4.89,0,0
109282,92101000,3,11,Snack,Store - grocery/supermarket,Yes,240,2,0.29,0,0,0.05,96,0
109282,62125100,3,10,Breakfast,Store - grocery/supermarket,Yes,10,30,0.33,7.93,6.52,0.03,0,0
109282,94000100,3,19,Snack,NA,Yes,105,0,0,0,0,0,0,0
109282,92101000,3,9,Drink,Store - grocery/supermarket,Yes,240,2,0.29,0,0,0.05,96,0
109282,56203130,3,10,Breakfast,Store - grocery/supermarket,Yes,435,443,10.61,87.98,34.75,5.43,0,0
109282,92101000,3,10,Breakfast,Store - grocery/supermarket,Yes,240,2,0.29,0,0,0.05,96,0
109282,81101000,3,17,Dinner,Store - grocery/supermarket,Yes,4.67,33,0.04,0,0,3.79,0,0
109282,12120100,3,10,Breakfast,Store - grocery/supermarket,Yes,15,20,0.47,0.65,0.62,1.73,0,0
109284,75109550,5,12,Almuerzo,Store - grocery/supermarket,No,0.67,0,0.01,0.02,0.01,0,0,0
109284,92309000,5,12,Almuerzo,Vending machine,No,667,300,0,72.04,63.3,1.47,60,0
109284,94100100,5,13,Entre comida,From someone else/gift,No,360,0,0,0,0,0,0,0
109284,21103120,5,18,Cena,Store - grocery/supermarket,Yes,53.13,142,12.96,6.46,0.68,7.16,0,0
109284,58101345,5,12,Almuerzo,Store - grocery/supermarket,No,330,731,35.29,67.26,9.78,35.67,0,0
109284,55701000,5,16,Botana,From someone else/gift,No,28.35,78,0.63,15.21,8.82,1.86,0,0
109284,94000100,5,20,Cena,NA,Yes,360,0,0,0,0,0,0,0
109284,52215100,5,18,Cena,Store - grocery/supermarket,Yes,72,157,4.1,32.14,0.63,2.05,0,0
109284,51101010,5,8,Desayano,Store - grocery/supermarket,No,50,148,5.18,27.03,2.93,1.97,0,0
109284,94100100,5,8,Extended consumption,From someone else/gift,No,720,0,0,0,0,0,0,0
109284,94000100,5,18,Cena,NA,Yes,525,0,0,0,0,0,0,0
109284,74402200,5,12,Almuerzo,Store - grocery/supermarket,No,9.75,3,0.14,0.66,0.37,0.02,0,0
109284,12310100,5,18,Cena,Store - grocery/supermarket,Yes,30,59,0.73,1.39,1.02,5.81,0,0
109284,75117020,5,12,Almuerzo,Store - grocery/supermarket,No,6.67,3,0.07,0.62,0.28,0.01,0,0
109284,75410500,5,18,Cena,Store - grocery/supermarket,Yes,88,192,9.58,5.59,1.76,14.84,0,0
109284,11114330,5,8,Desayano,Store - grocery/supermarket,No,320.25,160,10.73,15.72,15.66,6.09,0,0
109285,58106555,7,13,Lunch,Restaurant fast food/pizza,No,248,699,29.12,79.31,8.09,29.54,0,0
109285,94000100,7,21,Drink,NA,Yes,240,0,0,0,0,0,0,0
109285,92410550,7,11,Breakfast,Vending machine,No,744,365,0,95.46,95.98,0,112,0
109285,27510700,7,18,Dinner,Restaurant fast food/pizza,Yes,480,1051,46.9,124.85,23.9,40.56,0,0
109285,58106225,7,9,Breakfast,Restaurant fast food/pizza,Yes,119,317,13.55,39.66,4.26,11.53,0,0
109285,91726420,7,13,Lunch,Vending machine,No,51,222,1.33,39.66,34.11,6.5,4,0
109285,14010000,7,18,Dinner,Restaurant fast food/pizza,Yes,42.53,156,8.68,2.13,1.15,12.6,0,0
109285,94000100,7,18,Dinner,NA,Yes,240,0,0,0,0,0,0,0
109286,58150110,5,12,Lunch,Restaurant fast food/pizza,No,124.5,217,4.78,40.46,0.77,3.97,0,0
109286,51160110,5,12,Lunch,Store - grocery/supermarket,No,22.5,102,1,10.94,5.78,5.99,0,0
109286,25220710,5,12,Lunch,Restaurant fast food/pizza,No,10,35,1.93,0.26,0,2.81,0,0
109286,94100100,5,9,Breakfast,Store - grocery/supermarket,Yes,180,0,0,0,0,0,0,0
109286,26100120,5,21,Dinner,From someone else/gift,No,226,376,50.1,0.22,0.08,18.39,0,0
109286,42111100,5,20,Snack,From someone else/gift,No,36.5,219,10.23,5.57,1.53,19.16,0,0
109286,26155110,5,9,Breakfast,Store - grocery/supermarket,Yes,36.75,33,6.98,0.03,0,0.35,0,0
109286,74401010,5,12,Lunch,Restaurant fast food/pizza,No,2.83,3,0.03,0.78,0.6,0,0,0
109286,21000110,5,12,Lunch,Restaurant fast food/pizza,No,33.5,79,9.06,0,0,4.5,0,0
109286,26100170,5,21,Dinner,From someone else/gift,No,28,81,17.59,0,0,0.66,0,0
109286,41420300,5,12,Lunch,Restaurant fast food/pizza,No,1.33,1,0.11,0.07,0.01,0.01,0,0
109286,53206020,5,21,Dinner,From someone else/gift,No,22.5,110,1.31,13.36,9.26,6.33,3,0
109286,22000210,5,12,Lunch,Restaurant fast food/pizza,No,33.5,71,9.28,0,0,3.52,0,0
109286,61204000,5,9,Breakfast,Store - grocery/supermarket,Yes,2.58,1,0.01,0.18,0.07,0.01,0,0
109286,64401000,5,12,Lunch,Restaurant fast food/pizza,No,1.25,0,0,0.01,0.01,0,0,0
109286,94000100,5,16,Snack,NA,No,55.5,0,0,0,0,0,0,0
109286,41420350,5,9,Breakfast,Store - grocery/supermarket,Yes,1.33,1,0.12,0.08,0.01,0,0,0
109286,27510388,5,16,Snack,Restaurant fast food/pizza,No,140,395,22.74,25.16,5.82,22.65,0,0
109286,92303010,5,21,Dinner,From someone else/gift,No,360,4,0.79,0,0,0,43,0
109286,26119110,5,12,Lunch,Restaurant fast food/pizza,No,34,77,7.47,0.03,0.01,5.04,0,0
109286,64401000,5,21,Dinner,From someone else/gift,No,1.25,0,0,0.01,0.01,0,0,0
109286,64401000,5,21,Dinner,From someone else/gift,No,2.5,1,0,0.02,0.01,0,0,0
109286,41420300,5,12,Lunch,Restaurant fast food/pizza,No,1.33,1,0.11,0.07,0.01,0.01,0,0
109286,56205008,5,9,Breakfast,Store - grocery/supermarket,Yes,138.25,179,3.7,38.7,0.07,0.38,0,0
109286,56205008,5,21,Dinner,From someone else/gift,No,138.25,179,3.7,38.7,0.07,0.38,0,0
109286,64401000,5,12,Lunch,Restaurant fast food/pizza,No,1.25,0,0,0.01,0.01,0,0,0
109286,32130420,5,21,Dinner,From someone else/gift,No,67.5,111,7.04,0.86,0.49,8.64,0,0
109286,31105090,5,12,Lunch,Restaurant fast food/pizza,No,55,105,6.44,0.37,0.19,8.46,0,0
109286,64401000,5,12,Lunch,Restaurant fast food/pizza,No,2.5,1,0,0.02,0.01,0,0,0
109286,94000100,5,16,Snack,NA,No,150,0,0,0,0,0,0,0
109286,71962020,5,21,Dinner,From someone else/gift,No,17.5,25,0.28,4.82,0.07,0.51,0,0
109286,63133010,5,21,Dinner,From someone else/gift,No,18.05,8,0.09,1.95,1.41,0.05,0,0
109286,11542200,5,16,Snack,Restaurant fast food/pizza,No,405,599,13.65,79.34,55.2,26.41,0,0
