student,fname,class
s04,setc_0032.jpg,classroom
s04,setc_0033.jpg,classroom
s04,setc_0034.jpg,classroom
s04,setc_0035.jpg,classroom
s04,setc_0036.jpg,classroom
s04,setc_0037.jpg,classroom
s04,setc_0038.jpg,classroom
s04,setc_0039.jpg,classroom
s04,setc_0040.jpg,classroom
s05,setc_0041.jpg,classroom
s05,setc_0042.jpg,classroom
s05,setc_0043.jpg,classroom
s05,setc_0044.jpg,classroom
s05,setc_0045.jpg,classroom
s05,setc_0046.jpg,classroom
s05,setc_0047.jpg,classroom
s05,setc_0048.jpg,classroom
s05,setc_0049.jpg,classroom
s05,setc_0050.jpg,classroom
s06,setc_0051.jpg,classroom
s06,setc_0052.jpg,classroom
s06,setc_0053.jpg,classroom
s06,setc_0054.jpg,classroom
s06,setc_0055.jpg,classroom
s06,setc_0056.jpg,classroom
s06,setc_0057.jpg,classroom
s06,setc_0058.jpg,classroom
s06,setc_0059.jpg,classroom
s06,setc_0060.jpg,classroom
s07,setc_0061.jpg,classroom
s07,setc_0062.jpg,classroom
s07,setc_0063.jpg,classroom
s07,setc_0064.jpg,classroom
s07,setc_0065.jpg,classroom
s07,setc_0066.jpg,classroom
s07,setc_0067.jpg,classroom
s07,setc_0068.jpg,classroom
s07,setc_0069.jpg,classroom
s07,setc_0070.jpg,classroom
s08,setc_0071.jpg,classroom
s08,setc_0072.jpg,classroom
s08,setc_0073.jpg,classroom
s08,setc_0074.jpg,classroom
s08,setc_0075.jpg,classroom
s08,setc_0076.jpg,classroom
s08,setc_0077.jpg,classroom
s08,setc_0078.jpg,classroom
s08,setc_0079.jpg,classroom
s08,setc_0080.jpg,classroom
s09,setc_0081.jpg,classroom
s09,setc_0082.jpg,classroom
s09,setc_0083.jpg,classroom
s09,setc_0084.jpg,classroom
s09,setc_0085.jpg,classroom
s09,setc_0086.jpg,classroom
s09,setc_0087.jpg,classroom
s09,setc_0088.jpg,classroom
s09,setc_0089.jpg,classroom
s09,setc_0090.jpg,classroom
s10,setc_0091.jpg,classroom
s10,setc_0092.jpg,classroom
s10,setc_0093.jpg,classroom
s10,setc_0094.jpg,classroom
s10,setc_0095.jpg,classroom
s10,setc_0096.jpg,classroom
s10,setc_0097.jpg,classroom
s10,setc_0098.jpg,classroom
s10,setc_0099.jpg,classroom
s10,setc_0100.jpg,classroom
s11,setc_0101.jpg,classroom
s11,setc_0102.jpg,classroom
s11,setc_0103.jpg,classroom
s11,setc_0104.jpg,classroom
s11,setc_0105.jpg,classroom
s11,setc_0106.jpg,classroom
s11,setc_0107.jpg,classroom
s11,setc_0108.jpg,classroom
s11,setc_0109.jpg,classroom
s11,setc_0110.jpg,classroom
s12,setc_0111.jpg,classroom
s12,setc_0112.jpg,classroom
s12,setc_0113.jpg,classroom
s12,setc_0114.jpg,classroom
s12,setc_0115.jpg,classroom
s12,setc_0116.jpg,classroom
s12,setc_0117.jpg,classroom
s12,setc_0118.jpg,classroom
s12,setc_0119.jpg,classroom
s12,setc_0120.jpg,classroom
s13,setc_0121.jpg,classroom
s13,setc_0122.jpg,classroom
s13,setc_0123.jpg,classroom
s13,setc_0124.jpg,classroom
s13,setc_0125.jpg,classroom
s13,setc_0126.jpg,classroom
s13,setc_0127.jpg,classroom
s13,setc_0128.jpg,classroom
s13,setc_0129.jpg,classroom
s13,setc_0130.jpg,classroom
s14,setc_0131.jpg,classroom
s14,setc_0132.jpg,classroom
s14,setc_0133.jpg,classroom
s14,setc_0134.jpg,classroom
s14,setc_0135.jpg,classroom
s14,setc_0136.jpg,classroom
s14,setc_0137.jpg,classroom
s14,setc_0138.jpg,classroom
s14,setc_0139.jpg,classroom
s14,setc_0140.jpg,classroom
s15,setc_0141.jpg,classroom
s15,setc_0142.jpg,classroom
s15,setc_0143.jpg,classroom
s15,setc_0144.jpg,classroom
s15,setc_0145.jpg,classroom
s15,setc_0146.jpg,classroom
s15,setc_0147.jpg,classroom
s15,setc_0148.jpg,classroom
s15,setc_0149.jpg,classroom
s15,setc_0150.jpg,classroom
s01,setd_0001.jpg,object
s01,setd_0002.jpg,object
s01,setd_0003.jpg,object
s01,setd_0004.jpg,object
s01,setd_0005.jpg,object
s01,setd_0006.jpg,object
s01,setd_0007.jpg,object
s01,setd_0008.jpg,object
s01,setd_0009.jpg,object
s01,setd_0010.jpg,object
s02,setd_0011.jpg,object
s02,setd_0012.jpg,object
s02,setd_0013.jpg,object
s02,setd_0014.jpg,object
s02,setd_0015.jpg,object
s02,setd_0016.jpg,object
s02,setd_0017.jpg,object
s02,setd_0018.jpg,object
s02,setd_0019.jpg,object
s02,setd_0020.jpg,object
s03,setd_0021.jpg,object
s03,setd_0022.jpg,object
s03,setd_0023.jpg,object
s03,setd_0024.jpg,object
s03,setd_0025.jpg,object
s03,setd_0026.jpg,object
s03,setd_0027.jpg,object
s03,setd_0028.jpg,object
s03,setd_0029.jpg,object
s03,setd_0030.jpg,object
s04,setd_0031.jpg,object
s04,setd_0032.jpg,object
s04,setd_0033.jpg,object
s04,setd_0034.jpg,object
s04,setd_0035.jpg,object
s04,setd_0036.jpg,object
s04,setd_0037.jpg,object
s04,setd_0038.jpg,object
s04,setd_0039.jpg,object
s04,setd_0040.jpg,object
s05,setd_0041.jpg,object
s05,setd_0042.jpg,object
s05,setd_0043.jpg,object
s05,setd_0044.jpg,object
s05,setd_0045.jpg,object
s05,setd_0046.jpg,object
s05,setd_0047.jpg,object
s05,setd_0048.jpg,object
s05,setd_0049.jpg,object
s05,setd_0050.jpg,object
s06,setd_0051.jpg,object
s06,setd_0052.jpg,object
s06,setd_0053.jpg,object
s06,setd_0054.jpg,object
s06,setd_0055.jpg,object
s06,setd_0056.jpg,object
s06,setd_0057.jpg,object
s06,setd_0058.jpg,object
s06,setd_0059.jpg,object
s06,setd_0060.jpg,object
s07,setd_0061.jpg,object
s07,setd_0062.jpg,object
s07,setd_0063.jpg,object
s07,setd_0064.jpg,object
s07,setd_0065.jpg,object
s07,setd_0066.jpg,object
s07,setd_0067.jpg,object
s07,setd_0068.jpg,object
s07,setd_0069.jpg,object
s07,setd_0070.jpg,object
s07,setd_0071.jpg,object
s08,setd_0072.jpg,object
s08,setd_0073.jpg,object
s08,setd_0074.jpg,object
s08,setd_0075.jpg,object
s08,setd_0076.jpg,object
s08,setd_0077.jpg,object
s08,setd_0078.jpg,object
s08,setd_0079.jpg,object
s08,setd_0080.jpg,object
s08,setd_0081.jpg,object
s09,setd_0082.jpg,object
s09,setd_0083.jpg,object
s09,setd_0084.jpg,object
s09,setd_0085.jpg,object
s09,setd_0086.jpg,object
s09,setd_0087.jpg,object
s09,setd_0088.jpg,object
s09,setd_0089.jpg,object
s09,setd_0090.jpg,object
s09,setd_0091.jpg,object
s10,setd_0092.jpg,object
s10,setd_0093.jpg,object
s10,setd_0094.jpg,object
s10,setd_0095.jpg,object
s10,setd_0096.jpg,object
s10,setd_0097.jpg,object
s10,setd_0098.jpg,object
s10,setd_0099.jpg,object
s10,setd_0100.jpg,object
s10,setd_0101.jpg,object
s11,setd_0102.jpg,object
s11,setd_0103.jpg,object
s11,setd_0104.jpg,object
s11,setd_0105.jpg,object
s11,setd_0106.jpg,object
s11,setd_0107.jpg,object
s11,setd_0108.jpg,object
s11,setd_0109.jpg,object
s11,setd_0110.jpg,object
s12,setd_0111.jpg,object
s12,setd_0112.jpg,object
s12,setd_0113.jpg,object
s12,setd_0114.jpg,object
s12,setd_0115.jpg,object
s12,setd_0116.jpg,object
s12,setd_0117.jpg,object
s12,setd_0118.jpg,object
s12,setd_0119.jpg,object
s12,setd_0120.jpg,object
s13,setd_0121.jpg,object
s13,setd_0122.jpg,object
s13,setd_0123.jpg,object
s13,setd_0124.jpg,object
s13,setd_0125.jpg,object
s13,setd_0126.jpg,object
s13,setd_0127.jpg,object
s13,setd_0128.jpg,object
s13,setd_0129.jpg,object
s13,setd_0130.jpg,object
s14,setd_0131.jpg,object
s14,setd_0132.jpg,object
s14,setd_0133.jpg,object
s14,setd_0134.jpg,object
s14,setd_0135.jpg,object
s14,setd_0136.jpg,object
s14,setd_0137.jpg,object
s14,setd_0138.jpg,object
s14,setd_0139.jpg,object
s14,setd_0140.jpg,object
s15,setd_0141.jpg,object
s15,setd_0142.jpg,object
s15,setd_0143.jpg,object
s15,setd_0144.jpg,object
s15,setd_0145.jpg,object
s15,setd_0146.jpg,object
s15,setd_0147.jpg,object
s15,setd_0148.jpg,object
s15,setd_0149.jpg,object
s15,setd_0150.jpg,object
s01,sete_0001.jpg,plant
s01,sete_0002.jpg,plant
s01,sete_0003.jpg,plant
s01,sete_0004.jpg,plant
s01,sete_0005.jpg,plant
s01,sete_0006.jpg,plant
s01,sete_0007.jpg,plant
s01,sete_0008.jpg,plant
s01,sete_0009.jpg,plant
s01,sete_0010.jpg,plant
s02,sete_0011.jpg,plant
s02,sete_0012.jpg,plant
s02,sete_0013.jpg,plant
s02,sete_0014.jpg,plant
s02,sete_0015.jpg,plant
s02,sete_0016.jpg,plant
s02,sete_0017.jpg,plant
s02,sete_0018.jpg,plant
s02,sete_0019.jpg,plant
s02,sete_0020.jpg,plant
s03,sete_0021.jpg,plant
s03,sete_0022.jpg,plant
s03,sete_0023.jpg,plant
s03,sete_0024.jpg,plant
s03,sete_0025.jpg,plant
s03,sete_0026.jpg,plant
s03,sete_0027.jpg,plant
s03,sete_0028.jpg,plant
s03,sete_0029.jpg,plant
s03,sete_0030.jpg,plant
s04,sete_0031.jpg,plant
s04,sete_0032.jpg,plant
s04,sete_0033.jpg,plant
s04,sete_0034.jpg,plant
s04,sete_0035.jpg,plant
s04,sete_0036.jpg,plant
s04,sete_0037.jpg,plant
s04,sete_0038.jpg,plant
s04,sete_0039.jpg,plant
s04,sete_0040.jpg,plant
s05,sete_0041.jpg,plant
s05,sete_0042.jpg,plant
s05,sete_0043.jpg,plant
s05,sete_0044.jpg,plant
s05,sete_0045.jpg,plant
s05,sete_0046.jpg,plant
s05,sete_0047.jpg,plant
s05,sete_0048.jpg,plant
s05,sete_0049.jpg,plant
s05,sete_0050.jpg,plant
s06,sete_0051.jpg,plant
s06,sete_0052.jpg,plant
s06,sete_0053.jpg,plant
s06,sete_0054.jpg,plant
s06,sete_0055.jpg,plant
s06,sete_0056.jpg,plant
s06,sete_0057.jpg,plant
s06,sete_0058.jpg,plant
s06,sete_0059.jpg,plant
s06,sete_0060.jpg,plant
s07,sete_0061.jpg,plant
s07,sete_0062.jpg,plant
s07,sete_0063.jpg,plant
s07,sete_0064.jpg,plant
s07,sete_0065.jpg,plant
s07,sete_0066.jpg,plant
s07,sete_0067.jpg,plant
s07,sete_0068.jpg,plant
s07,sete_0069.jpg,plant
s07,sete_0070.jpg,plant
s08,sete_0071.jpg,plant
s08,sete_0072.jpg,plant
s08,sete_0073.jpg,plant
s08,sete_0074.jpg,plant
s08,sete_0075.jpg,plant
s08,sete_0076.jpg,plant
s08,sete_0077.jpg,plant
s08,sete_0078.jpg,plant
s08,sete_0079.jpg,plant
s08,sete_0080.jpg,plant
s09,sete_0081.jpg,plant
s09,sete_0082.jpg,plant
s09,sete_0083.jpg,plant
s09,sete_0084.jpg,plant
s09,sete_0085.jpg,plant
s09,sete_0086.jpg,plant
s09,sete_0087.jpg,plant
s09,sete_0088.jpg,plant
s09,sete_0089.jpg,plant
s09,sete_0090.jpg,plant
s10,sete_0091.jpg,plant
s10,sete_0092.jpg,plant
s10,sete_0093.jpg,plant
s10,sete_0094.jpg,plant
s10,sete_0095.jpg,plant
s10,sete_0096.jpg,plant
s10,sete_0097.jpg,plant
s10,sete_0098.jpg,plant
s10,sete_0099.jpg,plant
s10,sete_0100.jpg,plant
s11,sete_0101.jpg,plant
s11,sete_0102.jpg,plant
s11,sete_0103.jpg,plant
s11,sete_0104.jpg,plant
s11,sete_0105.jpg,plant
s11,sete_0106.jpg,plant
s11,sete_0107.jpg,plant
s11,sete_0108.jpg,plant
s11,sete_0109.jpg,plant
s11,sete_0110.jpg,plant
s11,sete_0111.jpg,plant
s11,sete_0112.jpg,plant
s12,sete_0113.jpg,plant
s12,sete_0114.jpg,plant
s12,sete_0115.jpg,plant
s12,sete_0116.jpg,plant
s12,sete_0117.jpg,plant
s12,sete_0118.jpg,plant
s12,sete_0119.jpg,plant
s12,sete_0120.jpg,plant
s12,sete_0121.jpg,plant
s12,sete_0122.jpg,plant
s13,sete_0123.jpg,plant
s13,sete_0124.jpg,plant
s13,sete_0125.jpg,plant
s13,sete_0126.jpg,plant
s13,sete_0127.jpg,plant
s13,sete_0128.jpg,plant
s13,sete_0129.jpg,plant
s13,sete_0130.jpg,plant
s13,sete_0131.jpg,plant
s13,sete_0132.jpg,plant
s14,sete_0133.jpg,plant
s14,sete_0134.jpg,plant
s14,sete_0135.jpg,plant
s14,sete_0136.jpg,plant
s14,sete_0137.jpg,plant
s14,sete_0138.jpg,plant
s14,sete_0139.jpg,plant
s14,sete_0140.jpg,plant
s14,sete_0141.jpg,plant
s14,sete_0142.jpg,plant
s15,sete_0143.jpg,plant
s15,sete_0144.jpg,plant
s15,sete_0145.jpg,plant
s15,sete_0146.jpg,plant
s15,sete_0147.jpg,plant
s15,sete_0148.jpg,plant
s15,sete_0149.jpg,plant
s15,sete_0150.jpg,plant
s15,sete_0151.jpg,plant
s15,sete_0152.jpg,plant
s01,setf_0001.jpg,Roux
s02,setf_0002.jpg,Roux
s03,setf_0003.jpg,Roux
s04,setf_0004.jpg,Roux
s05,setf_0005.jpg,Roux
s06,setf_0006.jpg,Roux
s07,setf_0007.jpg,Roux
s08,setf_0008.jpg,Roux
s09,setf_0009.jpg,Roux
s10,setf_0010.jpg,Roux
s11,setf_0011.jpg,Roux
s12,setf_0012.jpg,Roux
s13,setf_0013.jpg,Roux
s13,setf_0014.jpg,Roux
s13,setf_0015.jpg,Roux
s15,setf_0016.jpg,Roux
